img_path,z
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0030684.png,0.007217
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0030686.png,0.02443
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0030694.png,0.02224
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0030795.png,0.0627
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0030829.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0030832.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0030839.png,0.02854
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0030871.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0030885.png,0.01201
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0030971.png,0.02912
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0031003.png,0.06246
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0031032.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0031037.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0031040.png,0.009337
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0031063.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0031067.png,0.02869
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0031083.png,0.02483
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0031125.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0031130.png,0.02206
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0031141.png,0.004745
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0031145.png,0.005703
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0031192.png,0.01078
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0031198.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0031235.png,0.02521
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0031236.png,0.03137
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0031269.png,0.02357
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0031275.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0031307.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0031336.png,0.02507
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0031427.png,0.009798
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0031428.png,0.005268
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0031442.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0031446.png,0.02719
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0031457.png,0.02567
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0031472.png,0.01009
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0031477.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0031528.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0031539.png,0.02475
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0031545.png,0.02346
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0031567.png,0.02864
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0031572.png,0.0232
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0031594.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0031604.png,0.03471
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0031650.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0031651.png,0.0279
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0031671.png,0.002514
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0031673.png,0.01879
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0031689.png,0.01872
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0031693.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0031701.png,0.02719
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0031708.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0031758.png,0.03626
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0031768.png,0.01952
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0031771.png,0.02652
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0031782.png,0.02504
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0031817.png,0.04421
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0031834.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0031845.png,0.02408
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0031863.png,0.03598
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0031865.png,0.01883
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0031883.png,0.004355
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0031892.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0031923.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0031965.png,0.02351
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0031982.png,0.004194
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032021.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032032.png,0.03262
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032041.png,0.002899
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032048.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032069.png,0.03134
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032078.png,0.02759
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032084.png,0.02537
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032086.png,0.06888
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032087.png,0.02577
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032088.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032103.png,0.00318
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032119.png,0.02193
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032123.png,0.02405
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032134.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032149.png,0.03201
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032153.png,0.003313
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032178.png,0.009897
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032182.png,0.02192
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032183.png,0.003451
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032204.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032208.png,0.03211
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032221.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032226.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032234.png,0.02698
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032244.png,0.03549
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032245.png,0.03131
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032248.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032249.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032251.png,0.009083
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032259.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032266.png,0.02492
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032285.png,0.02592
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032306.png,0.004313
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032307.png,0.02556
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032321.png,0.02187
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032337.png,0.01099
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032342.png,0.04094
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032343.png,0.002445
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032364.png,0.002274
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032383.png,0.03872
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032384.png,0.02608
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032385.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032390.png,0.005667
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032396.png,0.02617
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032405.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032423.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032424.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032434.png,0.005674
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032437.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032449.png,0.02586
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032452.png,0.02397
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032471.png,0.003605
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032484.png,0.04244
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032495.png,0.01134
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032508.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032519.png,0.02383
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032529.png,0.003333
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032535.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032540.png,0.01026
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032543.png,0.001974
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032567.png,0.03786
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032568.png,0.04661
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032570.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032579.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032584.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032595.png,0.0121
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032604.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032611.png,0.0185
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032613.png,0.04201
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032614.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032616.png,0.03169
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032626.png,0.01678
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032637.png,0.02779
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032643.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032652.png,0.005397
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032659.png,0.02266
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032661.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032679.png,0.005806
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032680.png,0.02567
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032697.png,0.01861
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032705.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032714.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032726.png,0.02209
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032729.png,0.04154
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032738.png,0.02461
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032740.png,0.005016
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032765.png,0.02796
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032772.png,0.006716
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032786.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032822.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032831.png,0.02507
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032850.png,0.02183
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032854.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032863.png,0.02152
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032870.png,0.004818
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032871.png,0.02717
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032876.png,0.00631
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032907.png,0.02197
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032937.png,0.0532
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032940.png,0.02515
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032976.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032986.png,0.02622
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032987.png,0.03444
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032991.png,0.02153
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0032995.png,0.04907
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033002.png,0.02202
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033004.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033019.png,0.02228
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033030.png,0.008759
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033033.png,0.0468
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033040.png,0.02175
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033044.png,0.04253
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033045.png,0.009473
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033058.png,0.0394
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033065.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033067.png,0.03641
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033069.png,0.03896
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033074.png,0.007076
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033078.png,0.03535
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033081.png,0.03993
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033090.png,0.03951
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033091.png,0.03909
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033101.png,0.02221
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033104.png,0.07173
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033105.png,0.03092
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033114.png,0.03545
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033120.png,0.03679
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033128.png,0.03563
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033138.png,0.02361
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033140.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033144.png,0.04028
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033147.png,0.02092
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033150.png,0.02147
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033153.png,0.03749
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033158.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033159.png,0.03717
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033160.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033161.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033168.png,0.03832
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033175.png,0.03468
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033180.png,0.02121
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033188.png,0.8196
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033190.png,0.03575
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033198.png,0.03608
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033203.png,0.02962
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033220.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033234.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033238.png,0.03353
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033240.png,0.03964
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033242.png,0.0101
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033257.png,0.0294
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033269.png,1.028
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033294.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033310.png,0.02201
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033312.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033319.png,0.03995
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033320.png,0.03229
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033325.png,0.02227
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033330.png,0.04
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033339.png,0.06081
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033346.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033364.png,0.03153
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033370.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033379.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033380.png,0.02521
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033386.png,0.06165
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033387.png,0.04882
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033394.png,0.06127
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033396.png,0.02149
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033404.png,0.02057
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033421.png,0.02128
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033433.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033436.png,0.02778
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033444.png,0.02399
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033446.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033454.png,0.0254
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033455.png,0.03987
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033459.png,0.01976
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033461.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033477.png,0.02522
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033479.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033485.png,0.02548
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033495.png,0.02495
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033510.png,0.03352
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033529.png,0.02103
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033532.png,0.0274
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033550.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033558.png,0.03914
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033566.png,0.02472
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033567.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033569.png,0.02152
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033572.png,0.03128
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033573.png,0.02979
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033577.png,0.0312
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033578.png,0.02156
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033604.png,0.004567
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033608.png,0.04227
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033622.png,0.03226
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033625.png,0.002338
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033633.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033635.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033642.png,0.005144
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033643.png,0.0253
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033645.png,0.02704
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033662.png,0.02916
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033680.png,0.02911
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033686.png,0.06032
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033689.png,0.03949
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033704.png,0.03091
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033712.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033716.png,0.04218
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033719.png,0.02877
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033729.png,0.0362
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033749.png,0.02543
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033760.png,0.02315
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033783.png,0.04424
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033792.png,0.04371
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033803.png,0.0387
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033806.png,0.02132
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033812.png,0.04655
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033817.png,0.01282
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033835.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033844.png,0.06297
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033863.png,0.02979
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033866.png,0.005296
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033869.png,0.0211
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033875.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033876.png,0.02898
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033896.png,0.02918
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033901.png,0.02911
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033902.png,0.02866
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033905.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033910.png,0.02531
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033911.png,0.02876
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033914.png,0.05776
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033917.png,0.02545
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033929.png,0.02885
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033930.png,0.01939
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033934.png,0.04693
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033942.png,0.03773
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033951.png,0.06921
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033959.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033964.png,0.009536
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033976.png,0.006203
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033977.png,0.03946
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033982.png,0.02507
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0033998.png,0.02995
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0034004.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0034008.png,0.03028
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0034009.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0034015.png,0.005366
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0034018.png,0.01616
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0034019.png,0.0213
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0034021.png,0.02526
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0034024.png,0.04246
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0034026.png,0.04147
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0034029.png,0.01042
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0034030.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0034039.png,0.0159
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0034062.png,0.02983
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0034075.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0034090.png,0.02255
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0034107.png,0.004744
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0034124.png,0.004161
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0034132.png,0.03898
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0034138.png,0.03964
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0034140.png,0.04316
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0034156.png,-99.99
